USDJPY,20240101,0,110.123,110.456,110.001,110.234,100
USDJPY,20240101,1,110.234,110.567,110.100,110.345,150
USDJPY,20240101,2,110.345,110.678,110.200,110.456,120
USDJPY,20240101,3,110.456,110.789,110.300,110.567,130
USDJPY,20240101,4,110.567,110.890,110.400,110.678,140
USDJPY,20240101,5,110.678,111.001,110.500,110.789,160
USDJPY,20240101,6,110.789,111.112,110.600,110.900,170
USDJPY,20240101,7,110.900,111.223,110.700,111.011,180
USDJPY,20240101,8,111.011,111.334,110.800,111.122,190
USDJPY,20240101,9,111.122,111.445,110.900,111.233,200
USDJPY,20240101,10,111.233,111.556,111.000,111.344,210
USDJPY,20240101,11,111.344,111.667,111.100,111.455,220
USDJPY,20240101,12,111.455,111.778,111.200,111.566,230
USDJPY,20240101,13,111.566,111.889,111.300,111.677,240
USDJPY,20240101,14,111.677,112.000,111.400,111.788,250
USDJPY,20240101,15,111.788,112.111,111.500,111.899,260
USDJPY,20240101,16,111.899,112.222,111.600,112.010,270
USDJPY,20240101,17,112.010,112.333,111.700,112.121,280
USDJPY,20240101,18,112.121,112.444,111.800,112.232,290
USDJPY,20240101,19,112.232,112.555,111.900,112.343,300
USDJPY,20240101,20,112.343,112.666,112.000,112.454,310
USDJPY,20240101,21,112.454,112.777,112.100,112.565,320
USDJPY,20240101,22,112.565,112.888,112.200,112.676,330
USDJPY,20240101,23,112.676,112.999,112.300,112.787,340
USDJPY,20240101,24,112.787,113.110,112.400,112.898,350
USDJPY,20240101,25,112.898,113.221,112.500,113.009,360
USDJPY,20240101,26,113.009,113.332,112.600,113.120,370
USDJPY,20240101,27,113.120,113.443,112.700,113.231,380
USDJPY,20240101,28,113.231,113.554,112.800,113.342,390
USDJPY,20240101,29,113.342,113.665,112.900,113.453,400
USDJPY,20240101,30,113.453,113.776,113.000,113.564,410
USDJPY,20240101,31,113.564,113.887,113.100,113.675,420
USDJPY,20240101,32,113.675,113.998,113.200,113.786,430
USDJPY,20240101,33,113.786,114.109,113.300,113.897,440
USDJPY,20240101,34,113.897,114.220,113.400,114.008,450
USDJPY,20240101,35,114.008,114.331,113.500,114.119,460
USDJPY,20240101,36,114.119,114.442,113.600,114.230,470
USDJPY,20240101,37,114.230,114.553,113.700,114.341,480
USDJPY,20240101,38,114.341,114.664,113.800,114.452,490
USDJPY,20240101,39,114.452,114.775,113.900,114.563,500
USDJPY,20240101,40,114.563,114.886,114.000,114.674,510
USDJPY,20240101,41,114.674,114.997,114.100,114.785,520
USDJPY,20240101,42,114.785,115.108,114.200,114.896,530
USDJPY,20240101,43,114.896,115.219,114.300,115.007,540
USDJPY,20240101,44,115.007,115.330,114.400,115.118,550
USDJPY,20240101,45,115.118,115.441,114.500,115.229,560
USDJPY,20240101,46,115.229,115.552,114.600,115.340,570
USDJPY,20240101,47,115.340,115.663,114.700,115.451,580
USDJPY,20240101,48,115.451,115.774,114.800,115.562,590
USDJPY,20240101,49,115.562,115.885,114.900,115.673,600
USDJPY,20240101,50,115.673,115.996,115.000,115.784,610
USDJPY,20240101,51,115.784,116.107,115.100,115.895,620
USDJPY,20240101,52,115.895,116.218,115.200,116.006,630
USDJPY,20240101,53,116.006,116.329,115.300,116.117,640
USDJPY,20240101,54,116.117,116.440,115.400,116.228,650
USDJPY,20240101,55,116.228,116.551,115.500,116.339,660
USDJPY,20240101,56,116.339,116.662,115.600,116.450,670
USDJPY,20240101,57,116.450,116.773,115.700,116.561,680
USDJPY,20240101,58,116.561,116.884,115.800,116.672,690
USDJPY,20240101,59,116.672,116.995,115.900,116.783,700
USDJPY,20240101,100,116.783,117.106,116.000,116.894,710
USDJPY,20240101,101,116.894,117.217,116.100,117.005,720
USDJPY,20240101,102,117.005,117.328,116.200,117.116,730
USDJPY,20240101,103,117.116,117.439,116.300,117.227,740
USDJPY,20240101,104,117.227,117.550,116.400,117.338,750
USDJPY,20240101,105,117.338,117.661,116.500,117.449,760
USDJPY,20240101,106,117.449,117.772,116.600,117.560,770
USDJPY,20240101,107,117.560,117.883,116.700,117.671,780
USDJPY,20240101,108,117.671,117.994,116.800,117.782,790
USDJPY,20240101,109,117.782,118.105,116.900,117.893,800
USDJPY,20240101,110,117.893,118.216,117.000,118.004,810
USDJPY,20240101,111,118.004,118.327,117.100,118.115,820
USDJPY,20240101,112,118.115,118.438,117.200,118.226,830
USDJPY,20240101,113,118.226,118.549,117.300,118.337,840
USDJPY,20240101,114,118.337,118.660,117.400,118.448,850
USDJPY,20240101,115,118.448,118.771,117.500,118.559,860
USDJPY,20240101,116,118.559,118.882,117.600,118.670,870
USDJPY,20240101,117,118.670,118.993,117.700,118.781,880
USDJPY,20240101,118,118.781,119.104,117.800,118.892,890
USDJPY,20240101,119,118.892,119.215,117.900,119.003,900
USDJPY,20240101,120,119.003,119.326,118.000,119.114,910
USDJPY,20240101,121,119.114,119.437,118.100,119.225,920
USDJPY,20240101,122,119.225,119.548,118.200,119.336,930
USDJPY,20240101,123,119.336,119.659,118.300,119.447,940
USDJPY,20240101,124,119.447,119.770,118.400,119.558,950
USDJPY,20240101,125,119.558,119.881,118.500,119.669,960
USDJPY,20240101,126,119.669,119.992,118.600,119.780,970
USDJPY,20240101,127,119.780,120.103,118.700,119.891,980
USDJPY,20240101,128,119.891,120.214,118.800,120.002,990
USDJPY,20240101,129,120.002,120.325,118.900,120.113,1000
USDJPY,20240101,130,120.113,120.436,119.000,120.224,1010
USDJPY,20240101,131,120.224,120.547,119.100,120.335,1020
USDJPY,20240101,132,120.335,120.658,119.200,120.446,1030
USDJPY,20240101,133,120.446,120.769,119.300,120.557,1040
USDJPY,20240101,134,120.557,120.880,119.400,120.668,1050
USDJPY,20240101,135,120.668,120.991,119.500,120.779,1060
USDJPY,20240101,136,120.779,121.102,119.600,120.890,1070
USDJPY,20240101,137,120.890,121.213,119.700,121.001,1080
USDJPY,20240101,138,121.001,121.324,119.800,121.112,1090
USDJPY,20240101,139,121.112,121.435,119.900,121.223,1100
USDJPY,20240101,140,121.223,121.546,120.000,121.334,1110
USDJPY,20240101,141,121.334,121.657,120.100,121.445,1120
USDJPY,20240101,142,121.445,121.768,120.200,121.556,1130
USDJPY,20240101,143,121.556,121.879,120.300,121.667,1140
USDJPY,20240101,144,121.667,121.990,120.400,121.778,1150
USDJPY,20240101,145,121.778,122.101,120.500,121.889,1160
USDJPY,20240101,146,121.889,122.212,120.600,122.000,1170
USDJPY,20240101,147,122.000,122.323,120.700,122.111,1180
USDJPY,20240101,148,122.111,122.434,120.800,122.222,1190
USDJPY,20240101,149,122.222,122.545,120.900,122.333,1200
USDJPY,20240101,150,122.333,122.656,121.000,122.444,1210
USDJPY,20240101,151,122.444,122.767,121.100,122.555,1220
USDJPY,20240101,152,122.555,122.878,121.200,122.666,1230
USDJPY,20240101,153,122.666,122.989,121.300,122.777,1240
USDJPY,20240101,154,122.777,123.100,121.400,122.888,1250
USDJPY,20240101,155,122.888,123.211,121.500,122.999,1260
USDJPY,20240101,156,122.999,123.322,121.600,123.110,1270
USDJPY,20240101,157,123.110,123.433,121.700,123.221,1280
USDJPY,20240101,158,123.221,123.544,121.800,123.332,1290
USDJPY,20240101,159,123.332,123.655,121.900,123.443,1300
USDJPY,20240101,200,123.443,123.766,122.000,123.554,1310
USDJPY,20240101,201,123.554,123.877,122.100,123.665,1320
USDJPY,20240101,202,123.665,123.988,122.200,123.776,1330
USDJPY,20240101,203,123.776,124.099,122.300,123.887,1340
USDJPY,20240101,204,123.887,124.210,122.400,123.998,1350
USDJPY,20240101,205,123.998,124.321,122.500,124.109,1360
USDJPY,20240101,206,124.109,124.432,122.600,124.220,1370
USDJPY,20240101,207,124.220,124.543,122.700,124.331,1380
USDJPY,20240101,208,124.331,124.654,122.800,124.442,1390
USDJPY,20240101,209,124.442,124.765,122.900,124.553,1400
USDJPY,20240101,210,124.553,124.876,123.000,124.664,1410
USDJPY,20240101,211,124.664,124.987,123.100,124.775,1420
USDJPY,20240101,212,124.775,125.098,123.200,124.886,1430
USDJPY,20240101,213,124.886,125.209,123.300,124.997,1440
USDJPY,20240101,214,124.997,125.320,123.400,125.108,1450
USDJPY,20240101,215,125.108,125.431,123.500,125.219,1460
USDJPY,20240101,216,125.219,125.542,123.600,125.330,1470
USDJPY,20240101,217,125.330,125.653,123.700,125.441,1480
USDJPY,20240101,218,125.441,125.764,123.800,125.552,1490
USDJPY,20240101,219,125.552,125.875,123.900,125.663,1500
USDJPY,20240101,220,125.663,125.986,124.000,125.774,1510
USDJPY,20240101,221,125.774,126.097,124.100,125.885,1520
USDJPY,20240101,222,125.885,126.208,124.200,125.996,1530
USDJPY,20240101,223,125.996,126.319,124.300,126.107,1540
USDJPY,20240101,224,126.107,126.430,124.400,126.218,1550
USDJPY,20240101,225,126.218,126.541,124.500,126.329,1560
USDJPY,20240101,226,126.329,126.652,124.600,126.440,1570
USDJPY,20240101,227,126.440,126.763,124.700,126.551,1580
USDJPY,20240101,228,126.551,126.874,124.800,126.662,1590
USDJPY,20240101,229,126.662,126.985,124.900,126.773,1600
USDJPY,20240101,230,126.773,127.096,125.000,126.884,1610
USDJPY,20240101,231,126.884,127.207,125.100,126.995,1620
USDJPY,20240101,232,126.995,127.318,125.200,127.106,1630
USDJPY,20240101,233,127.106,127.429,125.300,127.217,1640
USDJPY,20240101,234,127.217,127.540,125.400,127.328,1650
USDJPY,20240101,235,127.328,127.651,125.500,127.439,1660
USDJPY,20240101,236,127.439,127.762,125.600,127.550,1670
USDJPY,20240101,237,127.550,127.873,125.700,127.661,1680
USDJPY,20240101,238,127.661,127.984,125.800,127.772,1690
